draw,roc_auc__isds_v1,average_precision__isds_v1,roc_auc__isds_energy_component,average_precision__isds_energy_component,roc_auc__isds_context_component,average_precision__isds_context_component,auc_diff_isds_minus_energy,auc_diff_isds_minus_context
73,0.9307359307359307,0.7656841383345142,0.9090909090909091,0.7158726636280816,0.8722943722943723,0.8594686430364179,0.02164502164502169,0.058441558441558406
74,0.9181034482758621,0.7331745922206448,0.8512931034482759,0.6643856326422116,0.9418103448275862,0.819645528083028,0.06681034482758619,-0.023706896551724088
75,0.9789473684210527,0.9863949680519017,0.9,0.9518922540873761,0.8771929824561403,0.8801020614393622,0.07894736842105265,0.10175438596491237
76,0.8739495798319328,0.5973788558485597,0.7100840336134454,0.4685419859643462,0.9096638655462185,0.7298818374517132,0.16386554621848737,-0.0357142857142857
77,0.94,0.8690207220532568,0.8266666666666667,0.7955408192428589,0.9033333333333333,0.8804879242953746,0.11333333333333329,0.036666666666666625
78,0.9944444444444445,0.9880952380952381,0.9611111111111111,0.9497222222222222,0.9222222222222223,0.7258131030189853,0.033333333333333326,0.07222222222222219
79,0.9896774193548387,0.9872028017071496,0.8916129032258064,0.9167861152107222,0.9219354838709677,0.9361401802650334,0.09806451612903222,0.06774193548387097
80,0.9833333333333333,0.9804294827979039,0.9395833333333333,0.9576721883173496,0.8770833333333333,0.8543980137869831,0.043749999999999956,0.10624999999999996
81,0.8077519379844961,0.465928906368804,0.7007751937984497,0.38940627817845197,0.8069767441860465,0.5056560895531484,0.10697674418604641,0.0007751937984495916
82,0.9705882352941176,0.71,0.8470588235294118,0.49499999999999994,0.8911764705882353,0.7709090909090909,0.12352941176470589,0.07941176470588229
83,0.983957219251337,0.9595404595404595,0.9037433155080213,0.8105135605135605,0.9211229946524064,0.7500663774727946,0.0802139037433156,0.06283422459893051
84,1.0,1.0,0.934,0.9624436936936936,0.946,0.9510281999959419,0.06599999999999995,0.05400000000000005
85,0.9444444444444444,0.6342424242424242,0.9444444444444444,0.5977777777777777,0.8888888888888888,0.5972222222222222,0.0,0.05555555555555558
86,0.9935897435897436,0.9939551829936446,0.9198717948717948,0.9467161647583873,0.9310897435897436,0.8847265789642142,0.07371794871794879,0.0625
87,0.8810160427807486,0.6952746420234867,0.7553475935828877,0.6044453150429571,0.8836898395721925,0.9288798420449631,0.1256684491978609,-0.002673796791443861
88,0.9336917562724014,0.8098501696434348,0.8530465949820788,0.717160302048073,0.8575268817204301,0.8519845785027499,0.08064516129032262,0.0761648745519713
89,0.9486607142857143,0.8258069598530124,0.8660714285714286,0.7401802343897933,0.8839285714285714,0.7924141142621746,0.0825892857142857,0.0647321428571429
90,0.9375,0.8083552275575302,0.8058035714285714,0.6826381546974074,0.8392857142857143,0.8039874867451791,0.1316964285714286,0.0982142857142857
91,0.9774436090225563,0.9756819288055467,0.8646616541353384,0.8996608441699466,0.9473684210526315,0.9566539747212016,0.11278195488721798,0.03007518796992481
92,0.926948051948052,0.8308668353785769,0.8198051948051948,0.7397279784743634,0.8944805194805194,0.8853763249940152,0.1071428571428572,0.032467532467532534
93,0.9696969696969697,0.7713789682539682,0.9393939393939394,0.6854978354978355,0.9393939393939394,0.8951388888888889,0.030303030303030276,0.030303030303030276
94,0.9215976331360947,0.8518833117970762,0.8062130177514792,0.7776912714039181,0.8239644970414202,0.7637367904554089,0.11538461538461542,0.0976331360946745
95,0.9494949494949495,0.8071627300574669,0.8545454545454545,0.6882046906195513,0.8323232323232324,0.6086752899921781,0.094949494949495,0.11717171717171715
96,0.9730769230769231,0.9765621490475495,0.8961538461538462,0.927137928070269,0.9,0.9334474254583902,0.07692307692307687,0.07307692307692304
97,0.9525862068965517,0.7436011904761904,0.9137931034482759,0.6313311688311689,0.9245689655172413,0.9659090909090909,0.0387931034482758,0.028017241379310387
